Biol_rep,Phage,Rep,Evolved_line,Temperature,Competition,pfu,dil,PFU_ml
1,LUZ19,6,37,42,Comp,7,-7,7000000000
1,LUZ19,1,42,42,No_comp,39,-7,39000000000
1,LUZ19,2,42,42,No_comp,31,-7,31000000000
1,LUZ19,3,42,42,No_comp,21,-7,21000000000
1,LUZ19,4,42,42,No_comp,41,-7,41000000000
1,LUZ19,5,42,42,No_comp,32,-7,32000000000
1,LUZ19,6,42,42,No_comp,29,-7,29000000000
1,LUZ19,1,42,42,Comp,37,-7,37000000000
1,LUZ19,2,42,42,Comp,32,-7,32000000000
1,LUZ19,3,42,42,Comp,32,-7,32000000000
1,LUZ19,4,42,42,Comp,20,-7,20000000000
1,LUZ19,5,42,42,Comp,23,-7,23000000000
1,LUZ19,6,42,42,Comp,29,-7,29000000000
1,LUZ19,1,37C,42,No_comp,27,-7,27000000000
1,LUZ19,2,37C,42,No_comp,37,-7,37000000000
1,LUZ19,3,37C,42,No_comp,28,-7,28000000000
1,LUZ19,4,37C,42,No_comp,37,-7,37000000000
1,LUZ19,5,37C,42,No_comp,29,-7,29000000000
1,LUZ19,6,37C,42,No_comp,27,-7,27000000000
1,LUZ19,1,37C,42,Comp,31,-7,31000000000
1,LUZ19,2,37C,42,Comp,28,-7,28000000000
1,LUZ19,3,37C,42,Comp,38,-7,38000000000
1,LUZ19,4,37C,42,Comp,36,-7,36000000000
1,LUZ19,5,37C,42,Comp,33,-7,33000000000
1,LUZ19,6,37C,42,Comp,27,-7,27000000000
1,LUZ19,1,42C,42,No_comp,27,-7,27000000000
1,LUZ19,2,42C,42,No_comp,33,-7,33000000000
1,LUZ19,3,42C,42,No_comp,32,-7,32000000000
1,LUZ19,4,42C,42,No_comp,15,-7,15000000000
1,LUZ19,5,42C,42,No_comp,27,-7,27000000000
1,LUZ19,6,42C,42,No_comp,26,-7,26000000000
1,LUZ19,1,42C,42,Comp,32,-7,32000000000
1,LUZ19,2,42C,42,Comp,32,-7,32000000000
1,LUZ19,3,42C,42,Comp,37,-7,37000000000
1,LUZ19,4,42C,42,Comp,39,-7,39000000000
1,LUZ19,5,42C,42,Comp,41,-7,41000000000
1,LUZ19,6,42C,42,Comp,39,-7,39000000000
1,LUZ19,NA,Ancestor,42,No_comp,23,-7,23000000000
1,LUZ19,NA,Ancestor,42,No_comp,22,-7,22000000000
1,LUZ19,NA,Ancestor,42,No_comp,23,-7,23000000000
1,LUZ19,NA,Ancestor,42,Comp,26,-7,26000000000
1,LUZ19,NA,Ancestor,42,Comp,32,-7,32000000000
1,LUZ19,NA,Ancestor,42,Comp,42,-7,42000000000
1,LUZ19,1,F,42,No_comp,17,-7,17000000000
1,LUZ19,2,F,42,No_comp,29,-7,29000000000
1,LUZ19,3,F,42,No_comp,29,-7,29000000000
1,LUZ19,4,F,42,No_comp,28,-7,28000000000
1,LUZ19,5,F,42,No_comp,36,-7,36000000000
1,LUZ19,6,F,42,No_comp,31,-7,31000000000
1,LUZ19,1,F,42,Comp,27,-7,27000000000
1,LUZ19,2,F,42,Comp,30,-7,30000000000
1,LUZ19,3,F,42,Comp,30,-7,30000000000
1,LUZ19,4,F,42,Comp,30,-7,30000000000
1,LUZ19,5,F,42,Comp,32,-7,32000000000
1,LUZ19,6,F,42,Comp,42,-7,42000000000
1,LUZ19,1,FC,42,No_comp,40,-7,40000000000
1,LUZ19,2,FC,42,No_comp,33,-7,33000000000
1,LUZ19,3,FC,42,No_comp,27,-7,27000000000
1,LUZ19,4,FC,42,No_comp,27,-7,27000000000
1,LUZ19,5,FC,42,No_comp,22,-7,22000000000
1,LUZ19,6,FC,42,No_comp,12,-7,12000000000
1,LUZ19,1,FC,42,Comp,26,-7,26000000000
1,LUZ19,2,FC,42,Comp,31,-7,31000000000
1,LUZ19,3,FC,42,Comp,29,-7,29000000000
1,LUZ19,4,FC,42,Comp,28,-7,28000000000
1,LUZ19,5,FC,42,Comp,28,-7,28000000000
1,LUZ19,6,FC,42,Comp,15,-7,15000000000
2,LUZ19,1,37,37,No_comp,16,-8,1.6E+11
2,LUZ19,2,37,37,No_comp,17,-8,1.7E+11
2,LUZ19,3,37,37,No_comp,18,-8,1.8E+11
2,LUZ19,4,37,37,No_comp,20,-8,2E+11
2,LUZ19,5,37,37,No_comp,19,-8,1.9E+11
2,LUZ19,6,37,37,No_comp,16,-8,1.6E+11
2,LUZ19,1,37,37,Comp,6,-8,60000000000
2,LUZ19,2,37,37,Comp,7,-8,70000000000
2,LUZ19,3,37,37,Comp,10,-8,1E+11
2,LUZ19,4,37,37,Comp,9,-8,90000000000
2,LUZ19,5,37,37,Comp,8,-8,80000000000
2,LUZ19,6,37,37,Comp,8,-8,80000000000
2,LUZ19,1,42,37,No_comp,7,-8,70000000000
2,LUZ19,2,42,37,No_comp,15,-8,1.5E+11
2,LUZ19,3,42,37,No_comp,12,-8,1.2E+11
2,LUZ19,4,42,37,No_comp,18,-8,1.8E+11
2,LUZ19,5,42,37,No_comp,16,-8,1.6E+11
2,LUZ19,6,42,37,No_comp,15,-8,1.5E+11
2,LUZ19,1,42,37,Comp,3,-8,30000000000
2,LUZ19,2,42,37,Comp,7,-8,70000000000
2,LUZ19,3,42,37,Comp,3,-8,30000000000
2,LUZ19,4,42,37,Comp,4,-8,40000000000
2,LUZ19,5,42,37,Comp,6,-8,60000000000
2,LUZ19,6,42,37,Comp,7,-8,70000000000
2,LUZ19,1,37C,37,No_comp,22,-8,2.2E+11
2,LUZ19,2,37C,37,No_comp,18,-8,1.8E+11
2,LUZ19,3,37C,37,No_comp,15,-8,1.5E+11
2,LUZ19,4,37C,37,No_comp,14,-8,1.4E+11
2,LUZ19,5,37C,37,No_comp,11,-8,1.1E+11
2,LUZ19,6,37C,37,No_comp,16,-8,1.6E+11
2,LUZ19,1,37C,37,Comp,4,-8,40000000000
2,LUZ19,2,37C,37,Comp,6,-8,60000000000
2,LUZ19,3,37C,37,Comp,8,-8,80000000000
2,LUZ19,4,37C,37,Comp,6,-8,60000000000
2,LUZ19,5,37C,37,Comp,5,-8,50000000000
2,LUZ19,6,37C,37,Comp,5,-8,50000000000
2,LUZ19,1,42C,37,No_comp,5,-8,50000000000
2,LUZ19,2,42C,37,No_comp,10,-8,1E+11
2,LUZ19,3,42C,37,No_comp,18,-8,1.8E+11
2,LUZ19,4,42C,37,No_comp,19,-8,1.9E+11
2,LUZ19,5,42C,37,No_comp,19,-8,1.9E+11
2,LUZ19,6,42C,37,No_comp,16,-8,1.6E+11
2,LUZ19,1,42C,37,Comp,2,-8,20000000000
2,LUZ19,2,42C,37,Comp,3,-8,30000000000
2,LUZ19,3,42C,37,Comp,8,-8,80000000000
2,LUZ19,4,42C,37,Comp,8,-8,80000000000
2,LUZ19,5,42C,37,Comp,10,-8,1E+11
2,LUZ19,6,42C,37,Comp,7,-8,70000000000
2,LUZ19,NA,Ancestor,37,No_comp,12,-8,1.2E+11
2,LUZ19,NA,Ancestor,37,No_comp,11,-8,1.1E+11
2,LUZ19,NA,Ancestor,37,No_comp,11,-8,1.1E+11
2,LUZ19,NA,Ancestor,37,Comp,15,-7,15000000000
2,LUZ19,NA,Ancestor,37,Comp,13,-7,13000000000
2,LUZ19,NA,Ancestor,37,Comp,14,-7,14000000000
2,LUZ19,1,F,37,No_comp,13,-8,1.3E+11
2,LUZ19,2,F,37,No_comp,14,-8,1.4E+11
2,LUZ19,3,F,37,No_comp,13,-8,1.3E+11
2,LUZ19,4,F,37,No_comp,23,-8,2.3E+11
2,LUZ19,5,F,37,No_comp,14,-8,1.4E+11
2,LUZ19,6,F,37,No_comp,15,-8,1.5E+11
2,LUZ19,1,F,37,Comp,3,-8,30000000000
2,LUZ19,2,F,37,Comp,7,-8,70000000000
2,LUZ19,3,F,37,Comp,9,-8,90000000000
2,LUZ19,4,F,37,Comp,8,-8,80000000000
2,LUZ19,5,F,37,Comp,8,-8,80000000000
2,LUZ19,6,F,37,Comp,3,-8,30000000000
2,LUZ19,1,FC,37,No_comp,19,-8,1.9E+11
2,LUZ19,2,FC,37,No_comp,18,-8,1.8E+11
2,LUZ19,3,FC,37,No_comp,17,-8,1.7E+11
2,LUZ19,4,FC,37,No_comp,16,-8,1.6E+11
2,LUZ19,5,FC,37,No_comp,13,-8,1.3E+11
2,LUZ19,6,FC,37,No_comp,16,-8,1.6E+11
2,LUZ19,1,FC,37,Comp,6,-8,60000000000
2,LUZ19,2,FC,37,Comp,4,-8,40000000000
2,LUZ19,3,FC,37,Comp,6,-8,60000000000
2,LUZ19,4,FC,37,Comp,5,-8,50000000000
2,LUZ19,5,FC,37,Comp,5,-8,50000000000
2,LUZ19,6,FC,37,Comp,5,-8,50000000000
2,LUZ19,1,37,42,No_comp,11,-8,1.1E+11
2,LUZ19,2,37,42,No_comp,7,-8,70000000000
2,LUZ19,3,37,42,No_comp,13,-8,1.3E+11
2,LUZ19,4,37,42,No_comp,10,-8,1E+11
2,LUZ19,5,37,42,No_comp,10,-8,1E+11
2,LUZ19,6,37,42,No_comp,10,-8,1E+11
2,LUZ19,1,37,42,Comp,14,-8,1.4E+11
2,LUZ19,2,37,42,Comp,16,-8,1.6E+11
2,LUZ19,3,37,42,Comp,16,-8,1.6E+11
2,LUZ19,4,37,42,Comp,16,-8,1.6E+11
2,LUZ19,5,37,42,Comp,16,-8,1.6E+11
2,LUZ19,6,37,42,Comp,13,-8,1.3E+11
2,LUZ19,1,42,42,No_comp,15,-8,1.5E+11
2,LUZ19,2,42,42,No_comp,13,-8,1.3E+11
2,LUZ19,3,42,42,No_comp,16,-8,1.6E+11
2,LUZ19,4,42,42,No_comp,11,-8,1.1E+11
2,LUZ19,5,42,42,No_comp,8,-8,80000000000
2,LUZ19,6,42,42,No_comp,11,-8,1.1E+11
2,LUZ19,1,42,42,Comp,15,-8,1.5E+11
2,LUZ19,2,42,42,Comp,14,-8,1.4E+11
2,LUZ19,3,42,42,Comp,15,-8,1.5E+11
2,LUZ19,4,42,42,Comp,16,-8,1.6E+11
2,LUZ19,5,42,42,Comp,12,-8,1.2E+11
2,LUZ19,6,42,42,Comp,11,-8,1.1E+11
2,LUZ19,1,37C,42,No_comp,6,-8,60000000000
2,LUZ19,2,37C,42,No_comp,12,-8,1.2E+11
2,LUZ19,3,37C,42,No_comp,11,-8,1.1E+11
2,LUZ19,4,37C,42,No_comp,13,-8,1.3E+11
2,LUZ19,5,37C,42,No_comp,14,-8,1.4E+11
2,LUZ19,6,37C,42,No_comp,13,-8,1.3E+11
2,LUZ19,1,37C,42,Comp,20,-8,2E+11
2,LUZ19,2,37C,42,Comp,13,-8,1.3E+11
2,LUZ19,3,37C,42,Comp,19,-8,1.9E+11
2,LUZ19,4,37C,42,Comp,19,-8,1.9E+11
2,LUZ19,5,37C,42,Comp,11,-8,1.1E+11
2,LUZ19,6,37C,42,Comp,10,-8,1E+11
2,LUZ19,1,42C,42,No_comp,3,-8,30000000000
2,LUZ19,2,42C,42,No_comp,13,-8,1.3E+11
2,LUZ19,3,42C,42,No_comp,14,-8,1.4E+11
2,LUZ19,4,42C,42,No_comp,11,-8,1.1E+11
2,LUZ19,5,42C,42,No_comp,10,-8,1E+11
2,LUZ19,6,42C,42,No_comp,13,-8,1.3E+11
2,LUZ19,1,42C,42,Comp,9,-8,90000000000
2,LUZ19,2,42C,42,Comp,11,-8,1.1E+11
2,LUZ19,3,42C,42,Comp,15,-8,1.5E+11
2,LUZ19,4,42C,42,Comp,16,-8,1.6E+11
2,LUZ19,5,42C,42,Comp,15,-8,1.5E+11
2,LUZ19,6,42C,42,Comp,14,-8,1.4E+11
2,LUZ19,NA,Ancestor,42,No_comp,14,-8,1.4E+11
2,LUZ19,NA,Ancestor,42,No_comp,12,-8,1.2E+11
2,LUZ19,NA,Ancestor,42,No_comp,7,-8,70000000000
2,LUZ19,NA,Ancestor,42,Comp,17,-7,17000000000
2,LUZ19,NA,Ancestor,42,Comp,21,-7,21000000000
2,LUZ19,NA,Ancestor,42,Comp,16,-7,16000000000
2,LUZ19,1,F,42,No_comp,14,-8,1.4E+11
2,LUZ19,2,F,42,No_comp,13,-8,1.3E+11
2,LUZ19,3,F,42,No_comp,13,-8,1.3E+11
2,LUZ19,4,F,42,No_comp,12,-8,1.2E+11
2,LUZ19,5,F,42,No_comp,11,-8,1.1E+11
2,LUZ19,6,F,42,No_comp,8,-8,80000000000
2,LUZ19,1,F,42,Comp,8,-8,80000000000
2,LUZ19,2,F,42,Comp,7,-8,70000000000
2,LUZ19,3,F,42,Comp,9,-8,90000000000
2,LUZ19,4,F,42,Comp,10,-8,1E+11
2,LUZ19,5,F,42,Comp,11,-8,1.1E+11
2,LUZ19,6,F,42,Comp,8,-8,80000000000
2,LUZ19,1,FC,42,No_comp,12,-8,1.2E+11
2,LUZ19,2,FC,42,No_comp,15,-8,1.5E+11
2,LUZ19,3,FC,42,No_comp,11,-8,1.1E+11
2,LUZ19,4,FC,42,No_comp,14,-8,1.4E+11
2,LUZ19,5,FC,42,No_comp,12,-8,1.2E+11
2,LUZ19,6,FC,42,No_comp,14,-8,1.4E+11
2,LUZ19,1,FC,42,Comp,8,-8,80000000000
2,LUZ19,2,FC,42,Comp,13,-8,1.3E+11
2,LUZ19,3,FC,42,Comp,13,-8,1.3E+11
2,LUZ19,4,FC,42,Comp,16,-8,1.6E+11
2,LUZ19,5,FC,42,Comp,15,-8,1.5E+11
2,LUZ19,6,FC,42,Comp,16,-8,1.6E+11
3,LUZ19,1,37,37,No_comp,27,-8,2.7E+11
3,LUZ19,2,37,37,No_comp,24,-8,2.4E+11
3,LUZ19,3,37,37,No_comp,23,-8,2.3E+11
3,LUZ19,4,37,37,No_comp,26,-8,2.6E+11
3,LUZ19,5,37,37,No_comp,14,-8,1.4E+11
3,LUZ19,6,37,37,No_comp,14,-8,1.4E+11
3,LUZ19,1,37,37,Comp,10,-8,1E+11
3,LUZ19,2,37,37,Comp,15,-8,1.5E+11
3,LUZ19,3,37,37,Comp,13,-8,1.3E+11
3,LUZ19,4,37,37,Comp,8,-8,80000000000
3,LUZ19,5,37,37,Comp,4,-8,40000000000
3,LUZ19,6,37,37,Comp,6,-8,60000000000
3,LUZ19,1,42,37,No_comp,20,-8,2E+11
3,LUZ19,2,42,37,No_comp,17,-8,1.7E+11
3,LUZ19,3,42,37,No_comp,20,-8,2E+11
3,LUZ19,4,42,37,No_comp,16,-8,1.6E+11
3,LUZ19,5,42,37,No_comp,14,-8,1.4E+11
3,LUZ19,6,42,37,No_comp,10,-8,1E+11
3,LUZ19,1,42,37,Comp,14,-8,1.4E+11
3,LUZ19,2,42,37,Comp,7,-8,70000000000
3,LUZ19,3,42,37,Comp,5,-8,50000000000
3,LUZ19,4,42,37,Comp,11,-8,1.1E+11
3,LUZ19,5,42,37,Comp,5,-8,50000000000
3,LUZ19,6,42,37,Comp,9,-8,90000000000
3,LUZ19,1,37C,37,No_comp,14,-8,1.4E+11
3,LUZ19,2,37C,37,No_comp,20,-8,2E+11
3,LUZ19,3,37C,37,No_comp,21,-8,2.1E+11
3,LUZ19,4,37C,37,No_comp,20,-8,2E+11
3,LUZ19,5,37C,37,No_comp,24,-8,2.4E+11
3,LUZ19,6,37C,37,No_comp,29,-8,2.9E+11
3,LUZ19,1,37C,37,Comp,10,-8,1E+11
3,LUZ19,2,37C,37,Comp,9,-8,90000000000
3,LUZ19,3,37C,37,Comp,11,-8,1.1E+11
3,LUZ19,4,37C,37,Comp,10,-8,1E+11
3,LUZ19,5,37C,37,Comp,15,-8,1.5E+11
3,LUZ19,6,37C,37,Comp,13,-8,1.3E+11
3,LUZ19,1,42C,37,No_comp,19,-8,1.9E+11
3,LUZ19,2,42C,37,No_comp,22,-8,2.2E+11
3,LUZ19,3,42C,37,No_comp,17,-8,1.7E+11
3,LUZ19,4,42C,37,No_comp,17,-8,1.7E+11
3,LUZ19,5,42C,37,No_comp,15,-8,1.5E+11
3,LUZ19,6,42C,37,No_comp,11,-8,1.1E+11
3,LUZ19,1,42C,37,Comp,4,-8,40000000000
3,LUZ19,2,42C,37,Comp,5,-8,50000000000
3,LUZ19,3,42C,37,Comp,9,-8,90000000000
3,LUZ19,4,42C,37,Comp,8,-8,80000000000
3,LUZ19,5,42C,37,Comp,2,-8,20000000000
3,LUZ19,6,42C,37,Comp,8,-8,80000000000
3,LUZ19,NA,Ancestor,37,No_comp,13,-8,1.3E+11
3,LUZ19,NA,Ancestor,37,No_comp,14,-8,1.4E+11
3,LUZ19,NA,Ancestor,37,No_comp,10,-8,1E+11
3,LUZ19,NA,Ancestor,37,Comp,13,-7,13000000000
3,LUZ19,NA,Ancestor,37,Comp,6,-7,6000000000
3,LUZ19,NA,Ancestor,37,Comp,4,-7,4000000000
3,LUZ19,1,F,37,No_comp,20,-8,2E+11
3,LUZ19,2,F,37,No_comp,20,-8,2E+11
3,LUZ19,3,F,37,No_comp,20,-8,2E+11
3,LUZ19,4,F,37,No_comp,22,-8,2.2E+11
3,LUZ19,5,F,37,No_comp,21,-8,2.1E+11
3,LUZ19,6,F,37,No_comp,20,-8,2E+11
3,LUZ19,1,F,37,Comp,8,-8,80000000000
3,LUZ19,2,F,37,Comp,5,-8,50000000000
3,LUZ19,3,F,37,Comp,4,-8,40000000000
3,LUZ19,4,F,37,Comp,7,-8,70000000000
3,LUZ19,5,F,37,Comp,4,-8,40000000000
3,LUZ19,6,F,37,Comp,5,-8,50000000000
3,LUZ19,1,FC,37,No_comp,25,-8,2.5E+11
3,LUZ19,2,FC,37,No_comp,24,-8,2.4E+11
3,LUZ19,3,FC,37,No_comp,15,-8,1.5E+11
3,LUZ19,4,FC,37,No_comp,15,-8,1.5E+11
3,LUZ19,5,FC,37,No_comp,15,-8,1.5E+11
3,LUZ19,6,FC,37,No_comp,10,-8,1E+11
3,LUZ19,1,FC,37,Comp,21,-8,2.1E+11
3,LUZ19,2,FC,37,Comp,7,-8,70000000000
3,LUZ19,3,FC,37,Comp,1,-8,10000000000
3,LUZ19,4,FC,37,Comp,2,-8,20000000000
3,LUZ19,5,FC,37,Comp,6,-8,60000000000
3,LUZ19,6,FC,37,Comp,2,-8,20000000000
3,LUZ19,1,37,42,No_comp,7,-8,70000000000
3,LUZ19,2,37,42,No_comp,9,-8,90000000000
3,LUZ19,3,37,42,No_comp,5,-8,50000000000
3,LUZ19,4,37,42,No_comp,19,-8,1.9E+11
3,LUZ19,5,37,42,No_comp,13,-8,1.3E+11
3,LUZ19,6,37,42,No_comp,12,-8,1.2E+11
3,LUZ19,1,37,42,Comp,21,-8,2.1E+11
3,LUZ19,2,37,42,Comp,10,-8,1E+11
3,LUZ19,3,37,42,Comp,19,-8,1.9E+11
3,LUZ19,4,37,42,Comp,10,-8,1E+11
3,LUZ19,5,37,42,Comp,16,-8,1.6E+11
3,LUZ19,6,37,42,Comp,12,-8,1.2E+11
3,LUZ19,1,42,42,No_comp,12,-8,1.2E+11
3,LUZ19,2,42,42,No_comp,10,-8,1E+11
3,LUZ19,3,42,42,No_comp,10,-8,1E+11
3,LUZ19,4,42,42,No_comp,12,-8,1.2E+11
3,LUZ19,5,42,42,No_comp,12,-8,1.2E+11
3,LUZ19,6,42,42,No_comp,7,-8,70000000000
3,LUZ19,1,42,42,Comp,15,-8,1.5E+11
3,LUZ19,2,42,42,Comp,7,-8,70000000000
3,LUZ19,3,42,42,Comp,11,-8,1.1E+11
3,LUZ19,4,42,42,Comp,11,-8,1.1E+11
3,LUZ19,5,42,42,Comp,5,-8,50000000000
3,LUZ19,6,42,42,Comp,5,-8,50000000000
3,LUZ19,1,37C,42,No_comp,11,-8,1.1E+11
3,LUZ19,2,37C,42,No_comp,13,-8,1.3E+11
3,LUZ19,3,37C,42,No_comp,6,-8,60000000000
3,LUZ19,4,37C,42,No_comp,9,-8,90000000000
3,LUZ19,5,37C,42,No_comp,10,-8,1E+11
3,LUZ19,6,37C,42,No_comp,8,-8,80000000000
3,LUZ19,1,37C,42,Comp,16,-8,1.6E+11
3,LUZ19,2,37C,42,Comp,13,-8,1.3E+11
3,LUZ19,3,37C,42,Comp,17,-8,1.7E+11
3,LUZ19,4,37C,42,Comp,13,-8,1.3E+11
3,LUZ19,5,37C,42,Comp,8,-8,80000000000
3,LUZ19,6,37C,42,Comp,6,-8,60000000000
3,LUZ19,1,42C,42,No_comp,13,-8,1.3E+11
3,LUZ19,2,42C,42,No_comp,8,-8,80000000000
3,LUZ19,3,42C,42,No_comp,20,-8,2E+11
3,LUZ19,4,42C,42,No_comp,17,-8,1.7E+11
3,LUZ19,5,42C,42,No_comp,16,-8,1.6E+11
3,LUZ19,6,42C,42,No_comp,14,-8,1.4E+11
3,LUZ19,1,42C,42,Comp,9,-8,90000000000
3,LUZ19,2,42C,42,Comp,13,-8,1.3E+11
3,LUZ19,3,42C,42,Comp,13,-8,1.3E+11
3,LUZ19,4,42C,42,Comp,10,-8,1E+11
3,LUZ19,5,42C,42,Comp,12,-8,1.2E+11
3,LUZ19,6,42C,42,Comp,6,-8,60000000000
3,LUZ19,NA,Ancestor,42,No_comp,10,-8,1E+11
3,LUZ19,NA,Ancestor,42,No_comp,12,-8,1.2E+11
3,LUZ19,NA,Ancestor,42,No_comp,13,-8,1.3E+11
3,LUZ19,NA,Ancestor,42,Comp,15,-8,1.5E+11
3,LUZ19,NA,Ancestor,42,Comp,6,-8,60000000000
3,LUZ19,NA,Ancestor,42,Comp,7,-8,70000000000
3,LUZ19,1,F,42,No_comp,10,-8,1E+11
3,LUZ19,2,F,42,No_comp,11,-8,1.1E+11
3,LUZ19,3,F,42,No_comp,11,-8,1.1E+11
3,LUZ19,4,F,42,No_comp,14,-8,1.4E+11
3,LUZ19,5,F,42,No_comp,12,-8,1.2E+11
3,LUZ19,6,F,42,No_comp,9,-8,90000000000
3,LUZ19,1,F,42,Comp,12,-8,1.2E+11
3,LUZ19,2,F,42,Comp,13,-8,1.3E+11
3,LUZ19,3,F,42,Comp,14,-8,1.4E+11
3,LUZ19,4,F,42,Comp,11,-8,1.1E+11
3,LUZ19,5,F,42,Comp,5,-8,50000000000
3,LUZ19,6,F,42,Comp,2,-8,20000000000
3,LUZ19,1,FC,42,No_comp,15,-8,1.5E+11
3,LUZ19,2,FC,42,No_comp,16,-8,1.6E+11
3,LUZ19,3,FC,42,No_comp,16,-8,1.6E+11
3,LUZ19,4,FC,42,No_comp,19,-8,1.9E+11
3,LUZ19,5,FC,42,No_comp,9,-8,90000000000
3,LUZ19,6,FC,42,No_comp,10,-8,1E+11
