Passage,Phage_measured,Phage_treatment,Temperature_treatment,Temperature,Rep,PFU,Dilution,PFU_ML,,
3,phage14_1,Single_phage,42C_static,42,4,76,-6,7600000000,,
3,phage14_1,Single_phage,42C_static,42,5,37,-6,3700000000,,
3,phage14_1,Single_phage,42C_static,42,6,77,-6,7700000000,,
3,phage14_1,Single_phage,Fluctuating,42,1,71,-6,7100000000,,
3,phage14_1,Single_phage,Fluctuating,42,2,75,-6,7500000000,,
3,phage14_1,Single_phage,Fluctuating,42,3,65,-6,6500000000,,
3,phage14_1,Single_phage,Fluctuating,42,4,73,-6,7300000000,,
3,phage14_1,Single_phage,Fluctuating,42,5,74,-6,7400000000,,
3,phage14_1,Single_phage,Fluctuating,42,6,82,-6,8200000000,,
3,phage14_1,Competition,37C_static,37,1,59,-5,590000000,,
3,phage14_1,Competition,37C_static,37,2,61,-5,610000000,,
3,phage14_1,Competition,37C_static,37,3,48,-5,480000000,,
3,phage14_1,Competition,37C_static,37,4,52,-5,520000000,,
3,phage14_1,Competition,37C_static,37,5,58,-5,580000000,,
3,phage14_1,Competition,37C_static,37,6,54,-5,540000000,,
3,phage14_1,Competition,42C_static,42,1,175,-5,1750000000,,
3,phage14_1,Competition,42C_static,42,2,167,-5,1670000000,,
3,phage14_1,Competition,42C_static,42,3,186,-5,1860000000,,
3,phage14_1,Competition,42C_static,42,4,234,-5,2340000000,,
3,phage14_1,Competition,42C_static,42,5,225,-5,2250000000,,
3,phage14_1,Competition,42C_static,42,6,189,-5,1890000000,,
3,phage14_1,Competition,Fluctuating,42,1,73,-5,730000000,,
3,phage14_1,Competition,Fluctuating,42,2,77,-5,770000000,,
3,phage14_1,Competition,Fluctuating,42,3,57,-5,570000000,,
3,phage14_1,Competition,Fluctuating,42,4,66,-5,660000000,,
3,phage14_1,Competition,Fluctuating,42,5,77,-5,770000000,,
3,phage14_1,Competition,Fluctuating,42,6,85,-5,850000000,,
3.1,LUZ19,Single_phage,37C_static,37,1,,,3800000000,,
3.1,LUZ19,Single_phage,37C_static,37,2,,,3000000000,,
3.1,LUZ19,Single_phage,37C_static,37,3,,,2300000000,,
3.1,LUZ19,Single_phage,37C_static,37,4,,,3400000000,,
3.1,LUZ19,Single_phage,37C_static,37,5,,,2500000000,,
3.1,LUZ19,Single_phage,37C_static,37,6,,,1500000000,,
3.1,LUZ19,Single_phage,42C_static,42,1,,,2700000000,,
3.1,LUZ19,Single_phage,42C_static,42,2,,,2600000000,,
3.1,LUZ19,Single_phage,42C_static,42,3,,,2200000000,,
3.1,LUZ19,Single_phage,42C_static,42,4,,,2600000000,,
3.1,LUZ19,Single_phage,42C_static,42,5,,,3100000000,,
3.1,LUZ19,Single_phage,42C_static,42,6,,,3700000000,,
3.1,LUZ19,Single_phage,Fluctuating,42,1,,,1900000000,,
3.1,LUZ19,Single_phage,Fluctuating,42,2,,,2700000000,,
3.1,LUZ19,Single_phage,Fluctuating,42,3,,,2300000000,,
3.1,LUZ19,Single_phage,Fluctuating,42,4,,,2200000000,,
3.1,LUZ19,Single_phage,Fluctuating,42,5,,,1700000000,,
3.1,LUZ19,Single_phage,Fluctuating,42,6,,,1500000000,,
3.1,LUZ19,Competition,37C_static,37,1,,,420000000,,
3.1,LUZ19,Competition,37C_static,37,2,,,440000000,,
3.1,LUZ19,Competition,37C_static,37,3,,,470000000,,
3.1,LUZ19,Competition,37C_static,37,4,,,320000000,,
3.1,LUZ19,Competition,37C_static,37,5,,,330000000,,
3.1,LUZ19,Competition,37C_static,37,6,,,320000000,,
3.1,LUZ19,Competition,42C_static,42,1,,,100000000,,
3.1,LUZ19,Competition,42C_static,42,2,,,140000000,,
3.1,LUZ19,Competition,42C_static,42,3,,,170000000,,
3.1,LUZ19,Competition,42C_static,42,4,,,190000000,,
3.1,LUZ19,Competition,42C_static,42,5,,,180000000,,
3.1,LUZ19,Competition,42C_static,42,6,,,110000000,,
3.1,LUZ19,Competition,Fluctuating,42,1,,,130000000,,
3.1,LUZ19,Competition,Fluctuating,42,2,,,250000000,,
3.1,LUZ19,Competition,Fluctuating,42,3,,,330000000,,
3.1,LUZ19,Competition,Fluctuating,42,4,,,420000000,,
3.1,LUZ19,Competition,Fluctuating,42,5,,,340000000,,
3.1,LUZ19,Competition,Fluctuating,42,6,,,360000000,,
3.1,phage14_1,Single_phage,37C_static,37,1,,,510000000,,
3.1,phage14_1,Single_phage,37C_static,37,2,,,770000000,,
3.1,phage14_1,Single_phage,37C_static,37,3,,,750000000,,
3.1,phage14_1,Single_phage,37C_static,37,4,,,660000000,,
3.1,phage14_1,Single_phage,37C_static,37,5,,,660000000,,
3.1,phage14_1,Single_phage,37C_static,37,6,,,730000000,,
3.1,phage14_1,Single_phage,42C_static,42,1,,,750000000,,
3.1,phage14_1,Single_phage,42C_static,42,2,,,700000000,,
3.1,phage14_1,Single_phage,42C_static,42,3,,,390000000,,
3.1,phage14_1,Single_phage,42C_static,42,4,,,760000000,,
3.1,phage14_1,Single_phage,42C_static,42,5,,,370000000,,
3.1,phage14_1,Single_phage,42C_static,42,6,,,770000000,,
3.1,phage14_1,Single_phage,Fluctuating,42,1,,,710000000,,
3.1,phage14_1,Single_phage,Fluctuating,42,2,,,750000000,,
3.1,phage14_1,Single_phage,Fluctuating,42,3,,,650000000,,
3.1,phage14_1,Single_phage,Fluctuating,42,4,,,730000000,,
3.1,phage14_1,Single_phage,Fluctuating,42,5,,,740000000,,
3.1,phage14_1,Single_phage,Fluctuating,42,6,,,820000000,,
3.1,phage14_1,Competition,37C_static,37,1,,,59000000,,
3.1,phage14_1,Competition,37C_static,37,2,,,61000000,,
3.1,phage14_1,Competition,37C_static,37,3,,,48000000,,
3.1,phage14_1,Competition,37C_static,37,4,,,52000000,,
3.1,phage14_1,Competition,37C_static,37,5,,,58000000,,
3.1,phage14_1,Competition,37C_static,37,6,,,54000000,,
3.1,phage14_1,Competition,42C_static,42,1,,,175000000,,
3.1,phage14_1,Competition,42C_static,42,2,,,167000000,,
3.1,phage14_1,Competition,42C_static,42,3,,,186000000,,
3.1,phage14_1,Competition,42C_static,42,4,,,234000000,,
3.1,phage14_1,Competition,42C_static,42,5,,,225000000,,
3.1,phage14_1,Competition,42C_static,42,6,,,189000000,,
3.1,phage14_1,Competition,Fluctuating,42,1,,,73000000,,
3.1,phage14_1,Competition,Fluctuating,42,2,,,77000000,,
3.1,phage14_1,Competition,Fluctuating,42,3,,,57000000,,
3.1,phage14_1,Competition,Fluctuating,42,4,,,66000000,,
3.1,phage14_1,Competition,Fluctuating,42,5,,,77000000,,
3.1,phage14_1,Competition,Fluctuating,42,6,,,85000000,,
4,LUZ19,Single_phage,37C_static,37,1,24,-7,24000000000,,
4,LUZ19,Single_phage,37C_static,37,2,27,-7,27000000000,,
4,LUZ19,Single_phage,37C_static,37,3,28,-7,28000000000,,
4,LUZ19,Single_phage,37C_static,37,4,33,-7,33000000000,,
4,LUZ19,Single_phage,37C_static,37,5,37,-7,37000000000,,
4,LUZ19,Single_phage,37C_static,37,6,32,-7,32000000000,,
4,LUZ19,Single_phage,42C_static,42,1,25,-7,25000000000,,
4,LUZ19,Single_phage,42C_static,42,2,23,-7,23000000000,,
4,LUZ19,Single_phage,42C_static,42,3,30,-7,30000000000,,
4,LUZ19,Single_phage,42C_static,42,4,40,-7,40000000000,,
4,LUZ19,Single_phage,42C_static,42,5,41,-7,41000000000,,
4,LUZ19,Single_phage,42C_static,42,6,52,-7,52000000000,,
4,LUZ19,Single_phage,Fluctuating,42,1,35,-7,35000000000,,
4,LUZ19,Single_phage,Fluctuating,42,2,33,-7,33000000000,,
4,LUZ19,Single_phage,Fluctuating,42,3,32,-7,32000000000,,
4,LUZ19,Single_phage,Fluctuating,42,4,28,-7,28000000000,,
4,LUZ19,Single_phage,Fluctuating,42,5,30,-7,30000000000,,
4,LUZ19,Single_phage,Fluctuating,42,6,41,-7,41000000000,,
4,LUZ19,Competition,37C_static,37,1,53,-6,5300000000,,
4,LUZ19,Competition,37C_static,37,2,52,-6,5200000000,,
4,LUZ19,Competition,37C_static,37,3,31,-6,3100000000,,
4,LUZ19,Competition,37C_static,37,4,25,-6,2500000000,,
4,LUZ19,Competition,37C_static,37,5,20,-6,2000000000,,
4,LUZ19,Competition,37C_static,37,6,28,-6,2800000000,,
4,LUZ19,Competition,42C_static,42,1,25,-5,250000000,,
4,LUZ19,Competition,42C_static,42,2,27,-5,270000000,,
4,LUZ19,Competition,42C_static,42,3,26,-5,260000000,,
4,LUZ19,Competition,42C_static,42,4,26,-5,260000000,,
4,LUZ19,Competition,42C_static,42,5,30,-5,300000000,,
4,LUZ19,Competition,42C_static,42,6,29,-5,290000000,,
4,LUZ19,Competition,Fluctuating,42,1,26,-6,2600000000,,
4,LUZ19,Competition,Fluctuating,42,2,29,-6,2900000000,,
4,LUZ19,Competition,Fluctuating,42,3,23,-6,2300000000,,
4,LUZ19,Competition,Fluctuating,42,4,27,-6,2700000000,,
4,LUZ19,Competition,Fluctuating,42,5,25,-6,2500000000,,
4,LUZ19,Competition,Fluctuating,42,6,34,-6,3400000000,,
4,phage14_1,Single_phage,37C_static,37,1,58,-7,58000000000,,
4,phage14_1,Single_phage,37C_static,37,2,59,-6,5900000000,,
4,phage14_1,Single_phage,37C_static,37,3,52,-6,5200000000,,
4,phage14_1,Single_phage,37C_static,37,4,66,-6,6600000000,,
4,phage14_1,Single_phage,37C_static,37,5,70,-6,7000000000,,
4,phage14_1,Single_phage,37C_static,37,6,70,-6,7000000000,,
4,phage14_1,Single_phage,42C_static,42,1,62,-6,6200000000,,
4,phage14_1,Single_phage,42C_static,42,2,71,-6,7100000000,,
4,phage14_1,Single_phage,42C_static,42,3,49,-6,4900000000,,
4,phage14_1,Single_phage,42C_static,42,4,72,-6,7200000000,,
4,phage14_1,Single_phage,42C_static,42,5,64,-6,6400000000,,
4,phage14_1,Single_phage,42C_static,42,6,70,-6,7000000000,,
4,phage14_1,Single_phage,Fluctuating,42,1,129,-5,1290000000,,
4,phage14_1,Single_phage,Fluctuating,42,2,89,-5,890000000,,
4,phage14_1,Single_phage,Fluctuating,42,3,86,-5,860000000,,
4,phage14_1,Single_phage,Fluctuating,42,4,81,-5,810000000,,
4,phage14_1,Single_phage,Fluctuating,42,5,97,-5,970000000,,
4,phage14_1,Single_phage,Fluctuating,42,6,90,-5,900000000,,
4,phage14_1,Competition,37C_static,37,1,25,-5,250000000,,
4,phage14_1,Competition,37C_static,37,2,40,-5,400000000,,
4,phage14_1,Competition,37C_static,37,3,51,-5,510000000,,
4,phage14_1,Competition,37C_static,37,4,49,-5,490000000,,
4,phage14_1,Competition,37C_static,37,5,44,-5,440000000,,
4,phage14_1,Competition,37C_static,37,6,38,-5,380000000,,
4,phage14_1,Competition,42C_static,42,1,47,-6,4700000000,,
4,phage14_1,Competition,42C_static,42,2,31,-6,3100000000,,
4,phage14_1,Competition,42C_static,42,3,28,-6,2800000000,,
4,phage14_1,Competition,42C_static,42,4,42,-6,4200000000,,
4,phage14_1,Competition,42C_static,42,5,36,-6,3600000000,,
4,phage14_1,Competition,42C_static,42,6,46,-6,4600000000,,
4,phage14_1,Competition,Fluctuating,42,1,62,-5,620000000,,
4,phage14_1,Competition,Fluctuating,42,2,70,-5,700000000,,
4,phage14_1,Competition,Fluctuating,42,3,72,-5,720000000,,
4,phage14_1,Competition,Fluctuating,42,4,64,-5,640000000,,
4,phage14_1,Competition,Fluctuating,42,5,57,-5,570000000,,
4,phage14_1,Competition,Fluctuating,42,6,58,-5,580000000,,
4.1,LUZ19,Single_phage,37C_static,37,1,,,2400000000,,
4.1,LUZ19,Single_phage,37C_static,37,2,,,2700000000,,
4.1,LUZ19,Single_phage,37C_static,37,3,,,2800000000,,
4.1,LUZ19,Single_phage,37C_static,37,4,,,3300000000,,
4.1,LUZ19,Single_phage,37C_static,37,5,,,3700000000,,
4.1,LUZ19,Single_phage,37C_static,37,6,,,3200000000,,
4.1,LUZ19,Single_phage,42C_static,42,1,,,2500000000,,
4.1,LUZ19,Single_phage,42C_static,42,2,,,2300000000,,
4.1,LUZ19,Single_phage,42C_static,42,3,,,3000000000,,
4.1,LUZ19,Single_phage,42C_static,42,4,,,4000000000,,
4.1,LUZ19,Single_phage,42C_static,42,5,,,4100000000,,
4.1,LUZ19,Single_phage,42C_static,42,6,,,5200000000,,
4.1,LUZ19,Single_phage,Fluctuating,42,1,,,3500000000,,
4.1,LUZ19,Single_phage,Fluctuating,42,2,,,3300000000,,
4.1,LUZ19,Single_phage,Fluctuating,42,3,,,3200000000,,
4.1,LUZ19,Single_phage,Fluctuating,42,4,,,2800000000,,
4.1,LUZ19,Single_phage,Fluctuating,42,5,,,3000000000,,
4.1,LUZ19,Single_phage,Fluctuating,42,6,,,4100000000,,
4.1,LUZ19,Competition,37C_static,37,1,,,530000000,,
4.1,LUZ19,Competition,37C_static,37,2,,,520000000,,
4.1,LUZ19,Competition,37C_static,37,3,,,310000000,,
4.1,LUZ19,Competition,37C_static,37,4,,,250000000,,
4.1,LUZ19,Competition,37C_static,37,5,,,200000000,,
4.1,LUZ19,Competition,37C_static,37,6,,,280000000,,
4.1,LUZ19,Competition,42C_static,42,1,,,25000000,,
4.1,LUZ19,Competition,42C_static,42,2,,,27000000,,
4.1,LUZ19,Competition,42C_static,42,3,,,26000000,,
4.1,LUZ19,Competition,42C_static,42,4,,,26000000,,
4.1,LUZ19,Competition,42C_static,42,5,,,30000000,,
4.1,LUZ19,Competition,42C_static,42,6,,,29000000,,
4.1,LUZ19,Competition,Fluctuating,42,1,,,260000000,,
4.1,LUZ19,Competition,Fluctuating,42,2,,,290000000,,
4.1,LUZ19,Competition,Fluctuating,42,3,,,230000000,,
4.1,LUZ19,Competition,Fluctuating,42,4,,,270000000,,
4.1,LUZ19,Competition,Fluctuating,42,5,,,250000000,,
4.1,LUZ19,Competition,Fluctuating,42,6,,,340000000,,
4.1,phage14_1,Single_phage,37C_static,37,1,,,5800000000,,
4.1,phage14_1,Single_phage,37C_static,37,2,,,590000000,,
4.1,phage14_1,Single_phage,37C_static,37,3,,,520000000,,
4.1,phage14_1,Single_phage,37C_static,37,4,,,660000000,,
4.1,phage14_1,Single_phage,37C_static,37,5,,,700000000,,
4.1,phage14_1,Single_phage,37C_static,37,6,,,700000000,,
4.1,phage14_1,Single_phage,42C_static,42,1,,,620000000,,
4.1,phage14_1,Single_phage,42C_static,42,2,,,710000000,,
4.1,phage14_1,Single_phage,42C_static,42,3,,,490000000,,
4.1,phage14_1,Single_phage,42C_static,42,4,,,720000000,,
4.1,phage14_1,Single_phage,42C_static,42,5,,,640000000,,
4.1,phage14_1,Single_phage,42C_static,42,6,,,700000000,,
4.1,phage14_1,Single_phage,Fluctuating,42,1,,,129000000,,
4.1,phage14_1,Single_phage,Fluctuating,42,2,,,89000000,,
4.1,phage14_1,Single_phage,Fluctuating,42,3,,,86000000,,
4.1,phage14_1,Single_phage,Fluctuating,42,4,,,81000000,,
4.1,phage14_1,Single_phage,Fluctuating,42,5,,,97000000,,
4.1,phage14_1,Single_phage,Fluctuating,42,6,,,90000000,,
4.1,phage14_1,Competition,37C_static,37,1,,,25000000,,
4.1,phage14_1,Competition,37C_static,37,2,,,40000000,,
4.1,phage14_1,Competition,37C_static,37,3,,,51000000,,
4.1,phage14_1,Competition,37C_static,37,4,,,49000000,,
4.1,phage14_1,Competition,37C_static,37,5,,,44000000,,
4.1,phage14_1,Competition,37C_static,37,6,,,38000000,,
4.1,phage14_1,Competition,42C_static,42,1,,,470000000,,
4.1,phage14_1,Competition,42C_static,42,2,,,310000000,,
4.1,phage14_1,Competition,42C_static,42,3,,,280000000,,
4.1,phage14_1,Competition,42C_static,42,4,,,420000000,,
4.1,phage14_1,Competition,42C_static,42,5,,,360000000,,
4.1,phage14_1,Competition,42C_static,42,6,,,460000000,,
4.1,phage14_1,Competition,Fluctuating,42,1,,,62000000,,
4.1,phage14_1,Competition,Fluctuating,42,2,,,70000000,,
4.1,phage14_1,Competition,Fluctuating,42,3,,,72000000,,
4.1,phage14_1,Competition,Fluctuating,42,4,,,64000000,,
4.1,phage14_1,Competition,Fluctuating,42,5,,,57000000,,
4.1,phage14_1,Competition,Fluctuating,42,6,,,58000000,,
5,LUZ19,Single_phage,37C_static,37,1,28,-6,2800000000,,
5,LUZ19,Single_phage,37C_static,37,2,16,-7,16000000000,,
5,LUZ19,Single_phage,37C_static,37,3,25,-7,25000000000,,
5,LUZ19,Single_phage,37C_static,37,4,24,-7,24000000000,,
5,LUZ19,Single_phage,37C_static,37,5,21,-7,21000000000,,
5,LUZ19,Single_phage,37C_static,37,6,26,-7,26000000000,,
5,LUZ19,Single_phage,42C_static,42,1,16,-7,16000000000,,
5,LUZ19,Single_phage,42C_static,42,2,15,-7,15000000000,,
5,LUZ19,Single_phage,42C_static,42,3,21,-7,21000000000,,
5,LUZ19,Single_phage,42C_static,42,4,17,-7,17000000000,,
5,LUZ19,Single_phage,42C_static,42,5,26,-7,26000000000,,
5,LUZ19,Single_phage,42C_static,42,6,22,-7,22000000000,,
5,LUZ19,Single_phage,Fluctuating,42,1,50,-6,5000000000,,
5,LUZ19,Single_phage,Fluctuating,42,2,14,-7,14000000000,,
5,LUZ19,Single_phage,Fluctuating,42,3,14,-7,14000000000,,
5,LUZ19,Single_phage,Fluctuating,42,4,14,-7,14000000000,,
5,LUZ19,Single_phage,Fluctuating,42,5,16,-7,16000000000,,
5,LUZ19,Single_phage,Fluctuating,42,6,21,-7,21000000000,,
5,LUZ19,Competition,37C_static,37,1,24,-6,2400000000,,
5,LUZ19,Competition,37C_static,37,2,38,-6,3800000000,,
5,LUZ19,Competition,37C_static,37,3,26,-6,2600000000,,
5,LUZ19,Competition,37C_static,37,4,35,-6,3500000000,,
5,LUZ19,Competition,37C_static,37,5,36,-6,3600000000,,
5,LUZ19,Competition,37C_static,37,6,39,-6,3900000000,,
5,LUZ19,Competition,42C_static,42,1,8,-5,80000000,,
5,LUZ19,Competition,42C_static,42,2,10,-5,100000000,,
5,LUZ19,Competition,42C_static,42,3,19,-5,190000000,,
5,LUZ19,Competition,42C_static,42,4,15,-5,150000000,,
5,LUZ19,Competition,42C_static,42,5,8,-5,80000000,,
5,LUZ19,Competition,42C_static,42,6,6,-5,60000000,,
5,LUZ19,Competition,Fluctuating,42,1,34,-6,3400000000,,
5,LUZ19,Competition,Fluctuating,42,2,38,-6,3800000000,,
5,LUZ19,Competition,Fluctuating,42,3,15,-6,1500000000,,
5,LUZ19,Competition,Fluctuating,42,4,16,-6,1600000000,,
5,LUZ19,Competition,Fluctuating,42,5,12,-6,1200000000,,
5,LUZ19,Competition,Fluctuating,42,6,15,-6,1500000000,,
5,phage14_1,Single_phage,37C_static,37,1,28,-6,2800000000,,
5,phage14_1,Single_phage,37C_static,37,2,29,-6,2900000000,,
5,phage14_1,Single_phage,37C_static,37,3,36,-6,3600000000,,
5,phage14_1,Single_phage,37C_static,37,4,33,-6,3300000000,,
5,phage14_1,Single_phage,37C_static,37,5,49,-6,4900000000,,
5,phage14_1,Single_phage,37C_static,37,6,51,-6,5100000000,,
5,phage14_1,Single_phage,42C_static,42,1,23,-6,2300000000,,
5,phage14_1,Single_phage,42C_static,42,2,30,-6,3000000000,,
5,phage14_1,Single_phage,42C_static,42,3,29,-6,2900000000,,
5,phage14_1,Single_phage,42C_static,42,4,14,-6,1400000000,,
5,phage14_1,Single_phage,42C_static,42,5,21,-6,2100000000,,
5,phage14_1,Single_phage,42C_static,42,6,23,-6,2300000000,,
5,phage14_1,Single_phage,Fluctuating,42,1,44,-6,4400000000,,
5,phage14_1,Single_phage,Fluctuating,42,2,33,-6,3300000000,,
5,phage14_1,Single_phage,Fluctuating,42,3,44,-6,4400000000,,
5,phage14_1,Single_phage,Fluctuating,42,4,41,-6,4100000000,,
5,phage14_1,Single_phage,Fluctuating,42,5,43,-6,4300000000,,
5,phage14_1,Single_phage,Fluctuating,42,6,46,-6,4600000000,,
5,phage14_1,Competition,37C_static,37,1,35,-5,350000000,,
5,phage14_1,Competition,37C_static,37,2,56,-5,560000000,,
5,phage14_1,Competition,37C_static,37,3,41,-5,410000000,,
5,phage14_1,Competition,37C_static,37,4,47,-5,470000000,,
5,phage14_1,Competition,37C_static,37,5,49,-5,490000000,,
5,phage14_1,Competition,37C_static,37,6,45,-5,450000000,,
5,phage14_1,Competition,42C_static,42,1,31,-6,3100000000,,
5,phage14_1,Competition,42C_static,42,2,18,-6,1800000000,,
5,phage14_1,Competition,42C_static,42,3,16,-6,1600000000,,
5,phage14_1,Competition,42C_static,42,4,21,-6,2100000000,,
5,phage14_1,Competition,42C_static,42,5,23,-6,2300000000,,
5,phage14_1,Competition,42C_static,42,6,16,-6,1600000000,,
5,phage14_1,Competition,Fluctuating,42,1,24,-6,2400000000,,
5,phage14_1,Competition,Fluctuating,42,2,22,-6,2200000000,,
5,phage14_1,Competition,Fluctuating,42,3,11,-6,1100000000,,
5,phage14_1,Competition,Fluctuating,42,4,20,-6,2000000000,,
5,phage14_1,Competition,Fluctuating,42,5,13,-6,1300000000,,
5,phage14_1,Competition,Fluctuating,42,6,23,-6,2300000000,,
5.1,LUZ19,Single_phage,37C_static,37,1,,,280000000,,
5.1,LUZ19,Single_phage,37C_static,37,2,,,1600000000,,
5.1,LUZ19,Single_phage,37C_static,37,3,,,2500000000,,
5.1,LUZ19,Single_phage,37C_static,37,4,,,2400000000,,
5.1,LUZ19,Single_phage,37C_static,37,5,,,2100000000,,
5.1,LUZ19,Single_phage,37C_static,37,6,,,2600000000,,
5.1,LUZ19,Single_phage,42C_static,42,1,,,1600000000,,
5.1,LUZ19,Single_phage,42C_static,42,2,,,1500000000,,
5.1,LUZ19,Single_phage,42C_static,42,3,,,2100000000,,
5.1,LUZ19,Single_phage,42C_static,42,4,,,1700000000,,
5.1,LUZ19,Single_phage,42C_static,42,5,,,2600000000,,
5.1,LUZ19,Single_phage,42C_static,42,6,,,2200000000,,
5.1,LUZ19,Single_phage,Fluctuating,42,1,,,500000000,,
5.1,LUZ19,Single_phage,Fluctuating,42,2,,,1400000000,,
5.1,LUZ19,Single_phage,Fluctuating,42,3,,,1400000000,,
5.1,LUZ19,Single_phage,Fluctuating,42,4,,,1400000000,,
5.1,LUZ19,Single_phage,Fluctuating,42,5,,,1600000000,,
5.1,LUZ19,Single_phage,Fluctuating,42,6,,,2100000000,,
5.1,LUZ19,Competition,37C_static,37,1,,,240000000,,
5.1,LUZ19,Competition,37C_static,37,2,,,380000000,,
5.1,LUZ19,Competition,37C_static,37,3,,,260000000,,
5.1,LUZ19,Competition,37C_static,37,4,,,350000000,,
5.1,LUZ19,Competition,37C_static,37,5,,,360000000,,
5.1,LUZ19,Competition,37C_static,37,6,,,390000000,,
5.1,LUZ19,Competition,42C_static,42,1,,,8000000,,
5.1,LUZ19,Competition,42C_static,42,2,,,10000000,,
5.1,LUZ19,Competition,42C_static,42,3,,,19000000,,
5.1,LUZ19,Competition,42C_static,42,4,,,15000000,,
5.1,LUZ19,Competition,42C_static,42,5,,,8000000,,
5.1,LUZ19,Competition,42C_static,42,6,,,6000000,,
5.1,LUZ19,Competition,Fluctuating,42,1,,,340000000,,
5.1,LUZ19,Competition,Fluctuating,42,2,,,380000000,,
5.1,LUZ19,Competition,Fluctuating,42,3,,,150000000,,
5.1,LUZ19,Competition,Fluctuating,42,4,,,160000000,,
5.1,LUZ19,Competition,Fluctuating,42,5,,,120000000,,
5.1,LUZ19,Competition,Fluctuating,42,6,,,150000000,,
5.1,phage14_1,Single_phage,37C_static,37,1,,,280000000,,
5.1,phage14_1,Single_phage,37C_static,37,2,,,290000000,,
5.1,phage14_1,Single_phage,37C_static,37,3,,,360000000,,
5.1,phage14_1,Single_phage,37C_static,37,4,,,330000000,,
5.1,phage14_1,Single_phage,37C_static,37,5,,,490000000,,
5.1,phage14_1,Single_phage,37C_static,37,6,,,510000000,,
5.1,phage14_1,Single_phage,42C_static,42,1,,,230000000,,
5.1,phage14_1,Single_phage,42C_static,42,2,,,300000000,,
5.1,phage14_1,Single_phage,42C_static,42,3,,,290000000,,
5.1,phage14_1,Single_phage,42C_static,42,4,,,140000000,,
5.1,phage14_1,Single_phage,42C_static,42,5,,,210000000,,
5.1,phage14_1,Single_phage,42C_static,42,6,,,230000000,,
5.1,phage14_1,Single_phage,Fluctuating,42,1,,,440000000,,
5.1,phage14_1,Single_phage,Fluctuating,42,2,,,330000000,,
5.1,phage14_1,Single_phage,Fluctuating,42,3,,,440000000,,
5.1,phage14_1,Single_phage,Fluctuating,42,4,,,410000000,,
5.1,phage14_1,Single_phage,Fluctuating,42,5,,,430000000,,
5.1,phage14_1,Single_phage,Fluctuating,42,6,,,460000000,,
5.1,phage14_1,Competition,37C_static,37,1,,,35000000,,
5.1,phage14_1,Competition,37C_static,37,2,,,56000000,,
5.1,phage14_1,Competition,37C_static,37,3,,,41000000,,
5.1,phage14_1,Competition,37C_static,37,4,,,47000000,,
5.1,phage14_1,Competition,37C_static,37,5,,,49000000,,
5.1,phage14_1,Competition,37C_static,37,6,,,45000000,,
5.1,phage14_1,Competition,42C_static,42,1,,,310000000,,
5.1,phage14_1,Competition,42C_static,42,2,,,180000000,,
5.1,phage14_1,Competition,42C_static,42,3,,,160000000,,
5.1,phage14_1,Competition,42C_static,42,4,,,210000000,,
5.1,phage14_1,Competition,42C_static,42,5,,,230000000,,
5.1,phage14_1,Competition,42C_static,42,6,,,160000000,,
5.1,phage14_1,Competition,Fluctuating,42,1,,,240000000,,
5.1,phage14_1,Competition,Fluctuating,42,2,,,220000000,,
5.1,phage14_1,Competition,Fluctuating,42,3,,,110000000,,
5.1,phage14_1,Competition,Fluctuating,42,4,,,200000000,,
5.1,phage14_1,Competition,Fluctuating,42,5,,,130000000,,
5.1,phage14_1,Competition,Fluctuating,42,6,,,230000000,,
6,LUZ19,Single_phage,37C_static,37,1,14,-7,14000000000,,
6,LUZ19,Single_phage,37C_static,37,2,23,-7,23000000000,,
6,LUZ19,Single_phage,37C_static,37,3,17,-7,17000000000,,
6,LUZ19,Single_phage,37C_static,37,4,26,-7,26000000000,,
6,LUZ19,Single_phage,37C_static,37,5,22,-7,22000000000,,
6,LUZ19,Single_phage,37C_static,37,6,26,-7,26000000000,,
6,LUZ19,Single_phage,42C_static,42,1,19,-7,19000000000,,
6,LUZ19,Single_phage,42C_static,42,2,16,-7,16000000000,,
6,LUZ19,Single_phage,42C_static,42,3,13,-7,13000000000,,
6,LUZ19,Single_phage,42C_static,42,4,12,-7,12000000000,,
6,LUZ19,Single_phage,42C_static,42,5,12,-7,12000000000,,
6,LUZ19,Single_phage,42C_static,42,6,11,-7,11000000000,,
6,LUZ19,Single_phage,Fluctuating,42,1,24,-7,24000000000,,
6,LUZ19,Single_phage,Fluctuating,42,2,25,-7,25000000000,,
6,LUZ19,Single_phage,Fluctuating,42,3,36,-7,36000000000,,
6,LUZ19,Single_phage,Fluctuating,42,4,31,-7,31000000000,,
6,LUZ19,Single_phage,Fluctuating,42,5,32,-7,32000000000,,
6,LUZ19,Single_phage,Fluctuating,42,6,36,-7,36000000000,,
6,LUZ19,Competition,37C_static,37,1,23,-6,2300000000,,
6,LUZ19,Competition,37C_static,37,2,37,-6,3700000000,,
6,LUZ19,Competition,37C_static,37,3,42,-6,4200000000,,
6,LUZ19,Competition,37C_static,37,4,35,-6,3500000000,,
6,LUZ19,Competition,37C_static,37,5,30,-6,3000000000,,
6,LUZ19,Competition,37C_static,37,6,9,-6,900000000,,
6,LUZ19,Competition,42C_static,42,1,17,-5,170000000,,
6,LUZ19,Competition,42C_static,42,2,22,-5,220000000,,
6,LUZ19,Competition,42C_static,42,3,23,-5,230000000,,
